Notes,County,County Code,Race,Race Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,27 years,27,24
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,28 years,28,16
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,29 years,29,15
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,30 years,30,14
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,31 years,31,16
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,32 years,32,11
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,33 years,33,18
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,35 years,35,17
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,37 years,37,10
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,22 years,22,12
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,23 years,23,17
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,24 years,24,22
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,25 years,25,19
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,26 years,26,16
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,27 years,27,17
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,28 years,28,17
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,29 years,29,19
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,30 years,30,18
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,32 years,32,17
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2012,2012,34 years,34,15
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,22 years,22,13
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,24 years,24,10
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,25 years,25,17
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,26 years,26,18
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,27 years,27,15
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,28 years,28,18
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,29 years,29,20
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,30 years,30,21
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2013,2013,33 years,33,13
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,20 years,20,10
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,22 years,22,11
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,23 years,23,12
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,24 years,24,10
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,25 years,25,21
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,26 years,26,21
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,27 years,27,18
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,28 years,28,17
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,29 years,29,12
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,30 years,30,17
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,31 years,31,14
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,32 years,32,10
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,33 years,33,23
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,34 years,34,11
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2014,2014,36 years,36,13
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,23 years,23,14
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,24 years,24,14
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,25 years,25,15
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,26 years,26,13
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,27 years,27,23
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,28 years,28,20
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,29 years,29,16
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,30 years,30,18
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,31 years,31,13
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,32 years,32,18
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,33 years,33,14
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2015,2015,35 years,35,17
,"Spokane County, WA",53063,Black or African American,2054-5,2011,2011,21 years,21,24
,"Spokane County, WA",53063,Black or African American,2054-5,2011,2011,23 years,23,12
,"Spokane County, WA",53063,Black or African American,2054-5,2011,2011,24 years,24,16
,"Spokane County, WA",53063,Black or African American,2054-5,2011,2011,27 years,27,10
,"Spokane County, WA",53063,Black or African American,2054-5,2011,2011,30 years,30,11
,"Spokane County, WA",53063,Black or African American,2054-5,2012,2012,20 years,20,14
,"Spokane County, WA",53063,Black or African American,2054-5,2012,2012,21 years,21,11
,"Spokane County, WA",53063,Black or African American,2054-5,2012,2012,22 years,22,11
,"Spokane County, WA",53063,Black or African American,2054-5,2012,2012,24 years,24,16
,"Spokane County, WA",53063,Black or African American,2054-5,2012,2012,25 years,25,16
,"Spokane County, WA",53063,Black or African American,2054-5,2012,2012,29 years,29,14
,"Spokane County, WA",53063,Black or African American,2054-5,2012,2012,33 years,33,11
,"Spokane County, WA",53063,Black or African American,2054-5,2013,2013,21 years,21,14
,"Spokane County, WA",53063,Black or African American,2054-5,2013,2013,22 years,22,11
,"Spokane County, WA",53063,Black or African American,2054-5,2013,2013,23 years,23,19
,"Spokane County, WA",53063,Black or African American,2054-5,2013,2013,24 years,24,10
,"Spokane County, WA",53063,Black or African American,2054-5,2013,2013,26 years,26,11
,"Spokane County, WA",53063,Black or African American,2054-5,2013,2013,28 years,28,11
,"Spokane County, WA",53063,Black or African American,2054-5,2013,2013,31 years,31,10
,"Spokane County, WA",53063,Black or African American,2054-5,2014,2014,21 years,21,10
,"Spokane County, WA",53063,Black or African American,2054-5,2014,2014,22 years,22,16
,"Spokane County, WA",53063,Black or African American,2054-5,2014,2014,23 years,23,14
,"Spokane County, WA",53063,Black or African American,2054-5,2014,2014,24 years,24,13
,"Spokane County, WA",53063,Black or African American,2054-5,2014,2014,25 years,25,11
,"Spokane County, WA",53063,Black or African American,2054-5,2014,2014,28 years,28,11
,"Spokane County, WA",53063,Black or African American,2054-5,2014,2014,30 years,30,11
,"Spokane County, WA",53063,Black or African American,2054-5,2014,2014,31 years,31,10
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,18 years,18,11
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,20 years,20,11
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,21 years,21,12
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,23 years,23,13
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,24 years,24,11
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,25 years,25,15
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,28 years,28,14
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,30 years,30,10
,"Spokane County, WA",53063,Black or African American,2054-5,2015,2015,31 years,31,11
,"Spokane County, WA",53063,White,2106-3,2011,2011,16 years,16,29
,"Spokane County, WA",53063,White,2106-3,2011,2011,17 years,17,49
,"Spokane County, WA",53063,White,2106-3,2011,2011,18 years,18,110
,"Spokane County, WA",53063,White,2106-3,2011,2011,19 years,19,167
,"Spokane County, WA",53063,White,2106-3,2011,2011,20 years,20,192
,"Spokane County, WA",53063,White,2106-3,2011,2011,21 years,21,224
,"Spokane County, WA",53063,White,2106-3,2011,2011,22 years,22,275
,"Spokane County, WA",53063,White,2106-3,2011,2011,23 years,23,320
,"Spokane County, WA",53063,White,2106-3,2011,2011,24 years,24,336
,"Spokane County, WA",53063,White,2106-3,2011,2011,25 years,25,360
,"Spokane County, WA",53063,White,2106-3,2011,2011,26 years,26,359
,"Spokane County, WA",53063,White,2106-3,2011,2011,27 years,27,390
,"Spokane County, WA",53063,White,2106-3,2011,2011,28 years,28,364
,"Spokane County, WA",53063,White,2106-3,2011,2011,29 years,29,303
,"Spokane County, WA",53063,White,2106-3,2011,2011,30 years,30,343
,"Spokane County, WA",53063,White,2106-3,2011,2011,31 years,31,270
,"Spokane County, WA",53063,White,2106-3,2011,2011,32 years,32,246
,"Spokane County, WA",53063,White,2106-3,2011,2011,33 years,33,196
,"Spokane County, WA",53063,White,2106-3,2011,2011,34 years,34,177
,"Spokane County, WA",53063,White,2106-3,2011,2011,35 years,35,146
,"Spokane County, WA",53063,White,2106-3,2011,2011,36 years,36,87
,"Spokane County, WA",53063,White,2106-3,2011,2011,37 years,37,88
,"Spokane County, WA",53063,White,2106-3,2011,2011,38 years,38,68
,"Spokane County, WA",53063,White,2106-3,2011,2011,39 years,39,48
,"Spokane County, WA",53063,White,2106-3,2011,2011,40 years,40,32
,"Spokane County, WA",53063,White,2106-3,2011,2011,41 years,41,40
,"Spokane County, WA",53063,White,2106-3,2011,2011,42 years,42,23
,"Spokane County, WA",53063,White,2106-3,2012,2012,16 years,16,19
,"Spokane County, WA",53063,White,2106-3,2012,2012,17 years,17,38
,"Spokane County, WA",53063,White,2106-3,2012,2012,18 years,18,78
,"Spokane County, WA",53063,White,2106-3,2012,2012,19 years,19,153
,"Spokane County, WA",53063,White,2106-3,2012,2012,20 years,20,227
,"Spokane County, WA",53063,White,2106-3,2012,2012,21 years,21,212
,"Spokane County, WA",53063,White,2106-3,2012,2012,22 years,22,298
,"Spokane County, WA",53063,White,2106-3,2012,2012,23 years,23,301
,"Spokane County, WA",53063,White,2106-3,2012,2012,24 years,24,306
,"Spokane County, WA",53063,White,2106-3,2012,2012,25 years,25,372
,"Spokane County, WA",53063,White,2106-3,2012,2012,26 years,26,383
,"Spokane County, WA",53063,White,2106-3,2012,2012,27 years,27,363
,"Spokane County, WA",53063,White,2106-3,2012,2012,28 years,28,353
,"Spokane County, WA",53063,White,2106-3,2012,2012,29 years,29,371
,"Spokane County, WA",53063,White,2106-3,2012,2012,30 years,30,353
,"Spokane County, WA",53063,White,2106-3,2012,2012,31 years,31,310
,"Spokane County, WA",53063,White,2106-3,2012,2012,32 years,32,256
,"Spokane County, WA",53063,White,2106-3,2012,2012,33 years,33,226
,"Spokane County, WA",53063,White,2106-3,2012,2012,34 years,34,209
,"Spokane County, WA",53063,White,2106-3,2012,2012,35 years,35,154
,"Spokane County, WA",53063,White,2106-3,2012,2012,36 years,36,126
,"Spokane County, WA",53063,White,2106-3,2012,2012,37 years,37,78
,"Spokane County, WA",53063,White,2106-3,2012,2012,38 years,38,78
,"Spokane County, WA",53063,White,2106-3,2012,2012,39 years,39,61
,"Spokane County, WA",53063,White,2106-3,2012,2012,40 years,40,37
,"Spokane County, WA",53063,White,2106-3,2012,2012,41 years,41,27
,"Spokane County, WA",53063,White,2106-3,2012,2012,42 years,42,19
,"Spokane County, WA",53063,White,2106-3,2013,2013,16 years,16,20
,"Spokane County, WA",53063,White,2106-3,2013,2013,17 years,17,34
,"Spokane County, WA",53063,White,2106-3,2013,2013,18 years,18,88
,"Spokane County, WA",53063,White,2106-3,2013,2013,19 years,19,137
,"Spokane County, WA",53063,White,2106-3,2013,2013,20 years,20,203
,"Spokane County, WA",53063,White,2106-3,2013,2013,21 years,21,221
,"Spokane County, WA",53063,White,2106-3,2013,2013,22 years,22,274
,"Spokane County, WA",53063,White,2106-3,2013,2013,23 years,23,287
,"Spokane County, WA",53063,White,2106-3,2013,2013,24 years,24,310
,"Spokane County, WA",53063,White,2106-3,2013,2013,25 years,25,394
,"Spokane County, WA",53063,White,2106-3,2013,2013,26 years,26,364
,"Spokane County, WA",53063,White,2106-3,2013,2013,27 years,27,362
,"Spokane County, WA",53063,White,2106-3,2013,2013,28 years,28,381
,"Spokane County, WA",53063,White,2106-3,2013,2013,29 years,29,366
,"Spokane County, WA",53063,White,2106-3,2013,2013,30 years,30,356
,"Spokane County, WA",53063,White,2106-3,2013,2013,31 years,31,335
,"Spokane County, WA",53063,White,2106-3,2013,2013,32 years,32,269
,"Spokane County, WA",53063,White,2106-3,2013,2013,33 years,33,241
,"Spokane County, WA",53063,White,2106-3,2013,2013,34 years,34,197
,"Spokane County, WA",53063,White,2106-3,2013,2013,35 years,35,174
,"Spokane County, WA",53063,White,2106-3,2013,2013,36 years,36,140
,"Spokane County, WA",53063,White,2106-3,2013,2013,37 years,37,88
,"Spokane County, WA",53063,White,2106-3,2013,2013,38 years,38,68
,"Spokane County, WA",53063,White,2106-3,2013,2013,39 years,39,61
,"Spokane County, WA",53063,White,2106-3,2013,2013,40 years,40,39
,"Spokane County, WA",53063,White,2106-3,2013,2013,41 years,41,30
,"Spokane County, WA",53063,White,2106-3,2013,2013,42 years,42,10
,"Spokane County, WA",53063,White,2106-3,2013,2013,43 years,43,15
,"Spokane County, WA",53063,White,2106-3,2014,2014,16 years,16,20
,"Spokane County, WA",53063,White,2106-3,2014,2014,17 years,17,36
,"Spokane County, WA",53063,White,2106-3,2014,2014,18 years,18,72
,"Spokane County, WA",53063,White,2106-3,2014,2014,19 years,19,125
,"Spokane County, WA",53063,White,2106-3,2014,2014,20 years,20,174
,"Spokane County, WA",53063,White,2106-3,2014,2014,21 years,21,222
,"Spokane County, WA",53063,White,2106-3,2014,2014,22 years,22,250
,"Spokane County, WA",53063,White,2106-3,2014,2014,23 years,23,268
,"Spokane County, WA",53063,White,2106-3,2014,2014,24 years,24,304
,"Spokane County, WA",53063,White,2106-3,2014,2014,25 years,25,341
,"Spokane County, WA",53063,White,2106-3,2014,2014,26 years,26,381
,"Spokane County, WA",53063,White,2106-3,2014,2014,27 years,27,356
,"Spokane County, WA",53063,White,2106-3,2014,2014,28 years,28,363
,"Spokane County, WA",53063,White,2106-3,2014,2014,29 years,29,383
,"Spokane County, WA",53063,White,2106-3,2014,2014,30 years,30,331
,"Spokane County, WA",53063,White,2106-3,2014,2014,31 years,31,319
,"Spokane County, WA",53063,White,2106-3,2014,2014,32 years,32,270
,"Spokane County, WA",53063,White,2106-3,2014,2014,33 years,33,247
,"Spokane County, WA",53063,White,2106-3,2014,2014,34 years,34,199
,"Spokane County, WA",53063,White,2106-3,2014,2014,35 years,35,160
,"Spokane County, WA",53063,White,2106-3,2014,2014,36 years,36,120
,"Spokane County, WA",53063,White,2106-3,2014,2014,37 years,37,110
,"Spokane County, WA",53063,White,2106-3,2014,2014,38 years,38,93
,"Spokane County, WA",53063,White,2106-3,2014,2014,39 years,39,54
,"Spokane County, WA",53063,White,2106-3,2014,2014,40 years,40,33
,"Spokane County, WA",53063,White,2106-3,2014,2014,41 years,41,19
,"Spokane County, WA",53063,White,2106-3,2014,2014,42 years,42,19
,"Spokane County, WA",53063,White,2106-3,2014,2014,43 years,43,18
,"Spokane County, WA",53063,White,2106-3,2015,2015,16 years,16,18
,"Spokane County, WA",53063,White,2106-3,2015,2015,17 years,17,38
,"Spokane County, WA",53063,White,2106-3,2015,2015,18 years,18,57
,"Spokane County, WA",53063,White,2106-3,2015,2015,19 years,19,122
,"Spokane County, WA",53063,White,2106-3,2015,2015,20 years,20,149
,"Spokane County, WA",53063,White,2106-3,2015,2015,21 years,21,185
,"Spokane County, WA",53063,White,2106-3,2015,2015,22 years,22,250
,"Spokane County, WA",53063,White,2106-3,2015,2015,23 years,23,291
,"Spokane County, WA",53063,White,2106-3,2015,2015,24 years,24,358
,"Spokane County, WA",53063,White,2106-3,2015,2015,25 years,25,306
,"Spokane County, WA",53063,White,2106-3,2015,2015,26 years,26,373
,"Spokane County, WA",53063,White,2106-3,2015,2015,27 years,27,396
,"Spokane County, WA",53063,White,2106-3,2015,2015,28 years,28,373
,"Spokane County, WA",53063,White,2106-3,2015,2015,29 years,29,384
,"Spokane County, WA",53063,White,2106-3,2015,2015,30 years,30,319
,"Spokane County, WA",53063,White,2106-3,2015,2015,31 years,31,330
,"Spokane County, WA",53063,White,2106-3,2015,2015,32 years,32,337
,"Spokane County, WA",53063,White,2106-3,2015,2015,33 years,33,254
,"Spokane County, WA",53063,White,2106-3,2015,2015,34 years,34,206
,"Spokane County, WA",53063,White,2106-3,2015,2015,35 years,35,177
,"Spokane County, WA",53063,White,2106-3,2015,2015,36 years,36,137
,"Spokane County, WA",53063,White,2106-3,2015,2015,37 years,37,110
,"Spokane County, WA",53063,White,2106-3,2015,2015,38 years,38,96
,"Spokane County, WA",53063,White,2106-3,2015,2015,39 years,39,54
,"Spokane County, WA",53063,White,2106-3,2015,2015,40 years,40,35
,"Spokane County, WA",53063,White,2106-3,2015,2015,41 years,41,39
