Notes,County,County Code,Race,Race Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2011,2011,35 years,35,67
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2011,2011,36 years,36,55
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2011,2011,37 years,37,43
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2011,2011,38 years,38,39
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2011,2011,39 years,39,23
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2011,2011,40 years,40,25
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2011,2011,41 years,41,17
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,20 years,20,16
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,21 years,21,16
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,22 years,22,23
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,23 years,23,28
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,24 years,24,29
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,25 years,25,39
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,26 years,26,58
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,27 years,27,67
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,28 years,28,91
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,29 years,29,90
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,30 years,30,87
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,31 years,31,120
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,32 years,32,109
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,33 years,33,87
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,34 years,34,80
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,35 years,35,81
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,36 years,36,50
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,37 years,37,44
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,38 years,38,37
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,39 years,39,29
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,40 years,40,18
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,41 years,41,14
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2012,2012,42 years,42,12
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,20 years,20,11
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,21 years,21,20
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,22 years,22,16
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,23 years,23,42
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,24 years,24,31
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,25 years,25,46
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,26 years,26,69
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,27 years,27,61
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,28 years,28,73
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,29 years,29,94
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,30 years,30,107
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,31 years,31,100
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,32 years,32,111
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,33 years,33,89
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,34 years,34,80
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,35 years,35,63
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,36 years,36,58
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,37 years,37,34
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,38 years,38,28
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,39 years,39,33
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,40 years,40,24
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,41 years,41,15
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2013,2013,42 years,42,10
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,20 years,20,10
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,21 years,21,16
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,22 years,22,24
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,23 years,23,21
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,24 years,24,28
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,25 years,25,47
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,26 years,26,57
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,27 years,27,58
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,28 years,28,84
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,29 years,29,86
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,30 years,30,92
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,31 years,31,107
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,32 years,32,95
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,33 years,33,91
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,34 years,34,97
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,35 years,35,56
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,36 years,36,63
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,37 years,37,48
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,38 years,38,35
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,39 years,39,27
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,40 years,40,20
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2014,2014,41 years,41,15
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,21 years,21,24
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,22 years,22,25
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,23 years,23,37
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,24 years,24,34
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,25 years,25,51
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,26 years,26,50
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,27 years,27,71
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,28 years,28,90
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,29 years,29,112
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,30 years,30,111
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,31 years,31,101
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,32 years,32,119
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,33 years,33,98
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,34 years,34,93
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,35 years,35,80
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,36 years,36,67
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,37 years,37,50
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,38 years,38,34
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,39 years,39,29
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,40 years,40,25
,"Snohomish County, WA",53061,Asian or Pacific Islander,A-PI,2015,2015,41 years,41,15
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,20 years,20,10
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,21 years,21,11
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,22 years,22,15
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,23 years,23,15
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,25 years,25,24
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,26 years,26,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,27 years,27,18
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,28 years,28,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,29 years,29,27
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,30 years,30,19
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,31 years,31,15
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,32 years,32,20
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,33 years,33,19
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,34 years,34,20
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,35 years,35,22
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,36 years,36,19
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,37 years,37,15
,"Snohomish County, WA",53061,Black or African American,2054-5,2011,2011,39 years,39,10
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,20 years,20,16
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,21 years,21,16
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,22 years,22,17
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,23 years,23,20
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,24 years,24,18
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,25 years,25,14
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,26 years,26,26
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,27 years,27,24
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,28 years,28,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,29 years,29,28
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,30 years,30,27
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,31 years,31,24
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,32 years,32,24
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,33 years,33,20
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,34 years,34,14
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,35 years,35,21
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,36 years,36,12
,"Snohomish County, WA",53061,Black or African American,2054-5,2012,2012,37 years,37,20
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,19 years,19,10
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,20 years,20,14
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,21 years,21,18
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,22 years,22,18
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,23 years,23,20
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,24 years,24,25
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,25 years,25,16
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,26 years,26,22
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,27 years,27,16
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,28 years,28,26
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,29 years,29,27
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,30 years,30,29
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,31 years,31,29
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,32 years,32,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,33 years,33,20
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,34 years,34,25
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,35 years,35,18
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,36 years,36,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,37 years,37,17
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,38 years,38,15
,"Snohomish County, WA",53061,Black or African American,2054-5,2013,2013,39 years,39,10
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,19 years,19,10
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,20 years,20,19
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,21 years,21,12
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,23 years,23,22
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,24 years,24,10
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,25 years,25,21
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,26 years,26,29
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,27 years,27,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,28 years,28,34
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,29 years,29,41
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,30 years,30,25
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,31 years,31,28
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,32 years,32,37
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,33 years,33,25
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,34 years,34,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,35 years,35,17
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,36 years,36,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,37 years,37,16
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,38 years,38,16
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,39 years,39,13
,"Snohomish County, WA",53061,Black or African American,2054-5,2014,2014,40 years,40,14
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,20 years,20,12
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,21 years,21,16
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,22 years,22,14
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,23 years,23,16
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,24 years,24,18
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,25 years,25,23
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,26 years,26,15
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,27 years,27,29
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,28 years,28,18
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,29 years,29,33
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,30 years,30,33
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,31 years,31,32
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,32 years,32,30
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,33 years,33,30
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,34 years,34,29
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,35 years,35,21
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,36 years,36,29
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,37 years,37,19
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,38 years,38,17
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,39 years,39,12
,"Snohomish County, WA",53061,Black or African American,2054-5,2015,2015,40 years,40,11
,"Snohomish County, WA",53061,White,2106-3,2011,2011,16 years,16,28
,"Snohomish County, WA",53061,White,2106-3,2011,2011,17 years,17,54
,"Snohomish County, WA",53061,White,2106-3,2011,2011,18 years,18,100
,"Snohomish County, WA",53061,White,2106-3,2011,2011,19 years,19,184
,"Snohomish County, WA",53061,White,2106-3,2011,2011,20 years,20,209
,"Snohomish County, WA",53061,White,2106-3,2011,2011,21 years,21,250
,"Snohomish County, WA",53061,White,2106-3,2011,2011,22 years,22,258
,"Snohomish County, WA",53061,White,2106-3,2011,2011,23 years,23,343
,"Snohomish County, WA",53061,White,2106-3,2011,2011,24 years,24,334
,"Snohomish County, WA",53061,White,2106-3,2011,2011,25 years,25,439
,"Snohomish County, WA",53061,White,2106-3,2011,2011,26 years,26,452
,"Snohomish County, WA",53061,White,2106-3,2011,2011,27 years,27,450
,"Snohomish County, WA",53061,White,2106-3,2011,2011,28 years,28,496
,"Snohomish County, WA",53061,White,2106-3,2011,2011,29 years,29,490
,"Snohomish County, WA",53061,White,2106-3,2011,2011,30 years,30,516
,"Snohomish County, WA",53061,White,2106-3,2011,2011,31 years,31,435
,"Snohomish County, WA",53061,White,2106-3,2011,2011,32 years,32,413
,"Snohomish County, WA",53061,White,2106-3,2011,2011,33 years,33,372
,"Snohomish County, WA",53061,White,2106-3,2011,2011,34 years,34,303
,"Snohomish County, WA",53061,White,2106-3,2011,2011,35 years,35,284
,"Snohomish County, WA",53061,White,2106-3,2011,2011,36 years,36,211
,"Snohomish County, WA",53061,White,2106-3,2011,2011,37 years,37,160
,"Snohomish County, WA",53061,White,2106-3,2011,2011,38 years,38,118
,"Snohomish County, WA",53061,White,2106-3,2011,2011,39 years,39,104
,"Snohomish County, WA",53061,White,2106-3,2011,2011,40 years,40,86
,"Snohomish County, WA",53061,White,2106-3,2011,2011,41 years,41,63
,"Snohomish County, WA",53061,White,2106-3,2011,2011,42 years,42,45
,"Snohomish County, WA",53061,White,2106-3,2011,2011,43 years,43,23
,"Snohomish County, WA",53061,White,2106-3,2012,2012,15 years,15,11
,"Snohomish County, WA",53061,White,2106-3,2012,2012,16 years,16,32
,"Snohomish County, WA",53061,White,2106-3,2012,2012,17 years,17,49
,"Snohomish County, WA",53061,White,2106-3,2012,2012,18 years,18,99
,"Snohomish County, WA",53061,White,2106-3,2012,2012,19 years,19,160
,"Snohomish County, WA",53061,White,2106-3,2012,2012,20 years,20,202
,"Snohomish County, WA",53061,White,2106-3,2012,2012,21 years,21,240
,"Snohomish County, WA",53061,White,2106-3,2012,2012,22 years,22,284
,"Snohomish County, WA",53061,White,2106-3,2012,2012,23 years,23,298
,"Snohomish County, WA",53061,White,2106-3,2012,2012,24 years,24,340
,"Snohomish County, WA",53061,White,2106-3,2012,2012,25 years,25,417
,"Snohomish County, WA",53061,White,2106-3,2012,2012,26 years,26,426
,"Snohomish County, WA",53061,White,2106-3,2012,2012,27 years,27,481
,"Snohomish County, WA",53061,White,2106-3,2012,2012,28 years,28,484
,"Snohomish County, WA",53061,White,2106-3,2012,2012,29 years,29,575
,"Snohomish County, WA",53061,White,2106-3,2012,2012,30 years,30,513
,"Snohomish County, WA",53061,White,2106-3,2012,2012,31 years,31,509
,"Snohomish County, WA",53061,White,2106-3,2012,2012,32 years,32,456
,"Snohomish County, WA",53061,White,2106-3,2012,2012,33 years,33,378
,"Snohomish County, WA",53061,White,2106-3,2012,2012,34 years,34,339
,"Snohomish County, WA",53061,White,2106-3,2012,2012,35 years,35,280
,"Snohomish County, WA",53061,White,2106-3,2012,2012,36 years,36,234
,"Snohomish County, WA",53061,White,2106-3,2012,2012,37 years,37,189
,"Snohomish County, WA",53061,White,2106-3,2012,2012,38 years,38,112
,"Snohomish County, WA",53061,White,2106-3,2012,2012,39 years,39,85
,"Snohomish County, WA",53061,White,2106-3,2012,2012,40 years,40,72
,"Snohomish County, WA",53061,White,2106-3,2012,2012,41 years,41,58
,"Snohomish County, WA",53061,White,2106-3,2012,2012,42 years,42,33
,"Snohomish County, WA",53061,White,2106-3,2012,2012,43 years,43,24
,"Snohomish County, WA",53061,White,2106-3,2012,2012,44 years,44,12
,"Snohomish County, WA",53061,White,2106-3,2013,2013,15 years,15,11
,"Snohomish County, WA",53061,White,2106-3,2013,2013,16 years,16,17
,"Snohomish County, WA",53061,White,2106-3,2013,2013,17 years,17,45
,"Snohomish County, WA",53061,White,2106-3,2013,2013,18 years,18,86
,"Snohomish County, WA",53061,White,2106-3,2013,2013,19 years,19,154
,"Snohomish County, WA",53061,White,2106-3,2013,2013,20 years,20,183
,"Snohomish County, WA",53061,White,2106-3,2013,2013,21 years,21,234
,"Snohomish County, WA",53061,White,2106-3,2013,2013,22 years,22,266
,"Snohomish County, WA",53061,White,2106-3,2013,2013,23 years,23,311
,"Snohomish County, WA",53061,White,2106-3,2013,2013,24 years,24,376
,"Snohomish County, WA",53061,White,2106-3,2013,2013,25 years,25,391
,"Snohomish County, WA",53061,White,2106-3,2013,2013,26 years,26,454
,"Snohomish County, WA",53061,White,2106-3,2013,2013,27 years,27,477
,"Snohomish County, WA",53061,White,2106-3,2013,2013,28 years,28,499
,"Snohomish County, WA",53061,White,2106-3,2013,2013,29 years,29,515
,"Snohomish County, WA",53061,White,2106-3,2013,2013,30 years,30,549
,"Snohomish County, WA",53061,White,2106-3,2013,2013,31 years,31,519
,"Snohomish County, WA",53061,White,2106-3,2013,2013,32 years,32,473
,"Snohomish County, WA",53061,White,2106-3,2013,2013,33 years,33,419
,"Snohomish County, WA",53061,White,2106-3,2013,2013,34 years,34,372
,"Snohomish County, WA",53061,White,2106-3,2013,2013,35 years,35,303
,"Snohomish County, WA",53061,White,2106-3,2013,2013,36 years,36,235
,"Snohomish County, WA",53061,White,2106-3,2013,2013,37 years,37,180
,"Snohomish County, WA",53061,White,2106-3,2013,2013,38 years,38,137
,"Snohomish County, WA",53061,White,2106-3,2013,2013,39 years,39,111
,"Snohomish County, WA",53061,White,2106-3,2013,2013,40 years,40,78
,"Snohomish County, WA",53061,White,2106-3,2013,2013,41 years,41,63
,"Snohomish County, WA",53061,White,2106-3,2013,2013,42 years,42,41
,"Snohomish County, WA",53061,White,2106-3,2013,2013,43 years,43,25
,"Snohomish County, WA",53061,White,2106-3,2013,2013,44 years,44,14
,"Snohomish County, WA",53061,White,2106-3,2014,2014,16 years,16,17
,"Snohomish County, WA",53061,White,2106-3,2014,2014,17 years,17,50
,"Snohomish County, WA",53061,White,2106-3,2014,2014,18 years,18,67
,"Snohomish County, WA",53061,White,2106-3,2014,2014,19 years,19,121
,"Snohomish County, WA",53061,White,2106-3,2014,2014,20 years,20,183
,"Snohomish County, WA",53061,White,2106-3,2014,2014,21 years,21,204
,"Snohomish County, WA",53061,White,2106-3,2014,2014,22 years,22,232
,"Snohomish County, WA",53061,White,2106-3,2014,2014,23 years,23,323
,"Snohomish County, WA",53061,White,2106-3,2014,2014,24 years,24,340
,"Snohomish County, WA",53061,White,2106-3,2014,2014,25 years,25,401
,"Snohomish County, WA",53061,White,2106-3,2014,2014,26 years,26,457
,"Snohomish County, WA",53061,White,2106-3,2014,2014,27 years,27,486
,"Snohomish County, WA",53061,White,2106-3,2014,2014,28 years,28,544
,"Snohomish County, WA",53061,White,2106-3,2014,2014,29 years,29,515
,"Snohomish County, WA",53061,White,2106-3,2014,2014,30 years,30,567
,"Snohomish County, WA",53061,White,2106-3,2014,2014,31 years,31,564
,"Snohomish County, WA",53061,White,2106-3,2014,2014,32 years,32,479
,"Snohomish County, WA",53061,White,2106-3,2014,2014,33 years,33,459
,"Snohomish County, WA",53061,White,2106-3,2014,2014,34 years,34,398
,"Snohomish County, WA",53061,White,2106-3,2014,2014,35 years,35,299
,"Snohomish County, WA",53061,White,2106-3,2014,2014,36 years,36,229
,"Snohomish County, WA",53061,White,2106-3,2014,2014,37 years,37,203
,"Snohomish County, WA",53061,White,2106-3,2014,2014,38 years,38,144
,"Snohomish County, WA",53061,White,2106-3,2014,2014,39 years,39,115
,"Snohomish County, WA",53061,White,2106-3,2014,2014,40 years,40,66
,"Snohomish County, WA",53061,White,2106-3,2014,2014,41 years,41,56
,"Snohomish County, WA",53061,White,2106-3,2014,2014,42 years,42,47
,"Snohomish County, WA",53061,White,2106-3,2014,2014,43 years,43,27
,"Snohomish County, WA",53061,White,2106-3,2014,2014,44 years,44,16
,"Snohomish County, WA",53061,White,2106-3,2015,2015,16 years,16,20
,"Snohomish County, WA",53061,White,2106-3,2015,2015,17 years,17,21
,"Snohomish County, WA",53061,White,2106-3,2015,2015,18 years,18,82
,"Snohomish County, WA",53061,White,2106-3,2015,2015,19 years,19,95
,"Snohomish County, WA",53061,White,2106-3,2015,2015,20 years,20,158
,"Snohomish County, WA",53061,White,2106-3,2015,2015,21 years,21,225
,"Snohomish County, WA",53061,White,2106-3,2015,2015,22 years,22,267
,"Snohomish County, WA",53061,White,2106-3,2015,2015,23 years,23,291
,"Snohomish County, WA",53061,White,2106-3,2015,2015,24 years,24,316
,"Snohomish County, WA",53061,White,2106-3,2015,2015,25 years,25,419
,"Snohomish County, WA",53061,White,2106-3,2015,2015,26 years,26,412
,"Snohomish County, WA",53061,White,2106-3,2015,2015,27 years,27,463
,"Snohomish County, WA",53061,White,2106-3,2015,2015,28 years,28,539
,"Snohomish County, WA",53061,White,2106-3,2015,2015,29 years,29,564
,"Snohomish County, WA",53061,White,2106-3,2015,2015,30 years,30,538
,"Snohomish County, WA",53061,White,2106-3,2015,2015,31 years,31,572
,"Snohomish County, WA",53061,White,2106-3,2015,2015,32 years,32,506
,"Snohomish County, WA",53061,White,2106-3,2015,2015,33 years,33,486
,"Snohomish County, WA",53061,White,2106-3,2015,2015,34 years,34,427
,"Snohomish County, WA",53061,White,2106-3,2015,2015,35 years,35,330
,"Snohomish County, WA",53061,White,2106-3,2015,2015,36 years,36,287
,"Snohomish County, WA",53061,White,2106-3,2015,2015,37 years,37,214
,"Snohomish County, WA",53061,White,2106-3,2015,2015,38 years,38,156
,"Snohomish County, WA",53061,White,2106-3,2015,2015,39 years,39,124
,"Snohomish County, WA",53061,White,2106-3,2015,2015,40 years,40,77
,"Snohomish County, WA",53061,White,2106-3,2015,2015,41 years,41,64
,"Snohomish County, WA",53061,White,2106-3,2015,2015,42 years,42,31
,"Snohomish County, WA",53061,White,2106-3,2015,2015,43 years,43,23
,"Snohomish County, WA",53061,White,2106-3,2015,2015,44 years,44,15
,"Snohomish County, WA",53061,White,2106-3,2015,2015,45 years,45,10
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,20 years,20,11
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,21 years,21,14
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,22 years,22,11
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,23 years,23,13
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,25 years,25,18
,"Spokane County, WA",53063,Asian or Pacific Islander,A-PI,2011,2011,26 years,26,14
